080103 RA ----NSM- ὁ ὁ ὁ ὁ
080103 N- ----NSM- πατὴρ πατὴρ πατήρ πατήρ
080103 RA ----GPM- τῶν τῶν τῶν ὁ
080103 N- ----GPM- οἰκτιρμῶν οἰκτιρμῶν οἰκτιρμῶν οἰκτιρμός
080103 C- -------- καὶ καὶ καί καί
080103 N- ----NSM- θεὸς θεὸς θεός θεός
080103 A- ----GSF- πάσης πάσης πάσης πᾶς
080103 N- ----GSF- παρακλήσεως, παρακλήσεως παρακλήσεως παράκλησις
080104 RA ----NSM- ὁ ὁ ὁ ὁ
080104 V- -PAPNSM- παρακαλῶν παρακαλῶν παρακαλῶν παρακαλέω
080104 RP ----AP-- ἡμᾶς ἡμᾶς ἡμᾶς ἐγώ
080104 P- -------- ἐπὶ ἐπὶ ἐπί ἐπί
080104 A- ----DSF- πάσῃ πάσῃ πάσῃ πᾶς
080104 RA ----DSF- τῇ τῇ τῇ ὁ
080104 N- ----DSF- θλίψει θλίψει θλίψει θλῖψις
080104 RP ----GP-- ἡμῶν, ἡμῶν ἡμῶν ἐγώ
080104 P- -------- εἰς εἰς εἰς εἰς
080104 RA ----ASN- τὸ τὸ τό ὁ
080104 V- -PMN---- δύνασθαι δύνασθαι δύνασθαι δύναμαι
080104 RP ----AP-- ἡμᾶς ἡμᾶς ἡμᾶς ἐγώ
080104 V- -PAN---- παρακαλεῖν παρακαλεῖν παρακαλεῖν παρακαλέω
080104 RA ----APM- τοὺς τοὺς τούς ὁ
080104 P- -------- ἐν ἐν ἐν ἐν
080104 A- ----DSF- πάσῃ πάσῃ πάσῃ πᾶς
080104 N- ----DSF- θλίψει θλίψει θλίψει θλῖψις
080104 P- -------- διὰ διὰ διά διά
080104 RA ----GSF- τῆς τῆς τῆς ὁ
080104 N- ----GSF- παρακλήσεως παρακλήσεως παρακλήσεως παράκλησις
080104 RR ----GSF- ἧς ἧς ἧς ὅς
080104 V- 1PPI-P-- παρακαλούμεθα παρακαλούμεθα παρακαλούμεθα παρακαλέω
080104 RP ----NPM- αὐτοὶ αὐτοὶ αὐτοί αὐτός
080104 P- -------- ὑπὸ ὑπὸ ὑπό ὑπό
080104 RA ----GSM- τοῦ τοῦ τοῦ ὁ
080104 N- ----GSM- θεοῦ. θεοῦ θεοῦ θεός
080105 C- -------- ὅτι ὅτι ὅτι ὅτι
080105 C- -------- καθὼς καθὼς καθώς καθώς
080105 V- 3PAI-S-- περισσεύει περισσεύει περισσεύει περισσεύω
080105 RA ----NPN- τὰ τὰ τά ὁ
080105 N- ----NPN- παθήματα παθήματα παθήματα πάθημα
080105 RA ----GSM- τοῦ τοῦ τοῦ ὁ
080105 N- ----GSM- Χριστοῦ Χριστοῦ Χριστοῦ Χριστός
080105 P- -------- εἰς εἰς εἰς εἰς
080105 RP ----AP-- ἡμᾶς, ἡμᾶς ἡμᾶς ἐγώ
080105 D- -------- οὕτως οὕτως οὕτω(ς) οὕτω(ς)
080105 P- -------- διὰ διὰ διά διά
080105 RA ----GSM- τοῦ τοῦ τοῦ ὁ
080105 N- ----GSM- Χριστοῦ Χριστοῦ Χριστοῦ Χριστός
080105 V- 3PAI-S-- περισσεύει περισσεύει περισσεύει περισσεύω
080105 D- -------- καὶ καὶ καί καί
080105 RA ----NSF- ἡ ἡ ἡ ὁ
080105 N- ----NSF- παράκλησις παράκλησις παράκλησις παράκλησις
080105 RP ----GP-- ἡμῶν. ἡμῶν ἡμῶν ἐγώ
080106 C- -------- εἴτε εἴτε εἴτε εἴτε
080106 C- -------- δὲ δὲ δέ δέ
080106 V- 1PPI-P-- θλιβόμεθα, θλιβόμεθα θλιβόμεθα θλίβω
080106 P- -------- ὑπὲρ ὑπὲρ ὑπέρ ὑπέρ
080106 RA ----GSF- τῆς τῆς τῆς ὁ
080106 RP ----GP-- ὑμῶν ὑμῶν ὑμῶν σύ
080106 N- ----GSF- παρακλήσεως παρακλήσεως παρακλήσεως παράκλησις
080106 C- -------- καὶ καὶ καί καί
080106 N- ----GSF- σωτηρίας· σωτηρίας σωτηρίας σωτηρία
080106 C- -------- ⸂εἴτε εἴτε εἴτε εἴτε
080106 V- 1PPI-P-- παρακαλούμεθα, παρακαλούμεθα παρακαλούμεθα παρακαλέω
080106 P- -------- ὑπὲρ ὑπὲρ ὑπέρ ὑπέρ
080106 RA ----GSF- τῆς τῆς τῆς ὁ
080106 RP ----GP-- ὑμῶν ὑμῶν ὑμῶν σύ
080106 N- ----GSF- παρακλήσεως⸃ παρακλήσεως παρακλήσεως παράκλησις
080106 RA ----GSF- τῆς τῆς τῆς ὁ
080106 V- -PMPGSF- ἐνεργουμένης ἐνεργουμένης ἐνεργουμένης ἐνεργέω
080106 P- -------- ἐν ἐν ἐν ἐν
080106 N- ----DSF- ὑπομονῇ ὑπομονῇ ὑπομονῇ ὑπομονή
080106 RA ----GPN- τῶν τῶν τῶν ὁ
080106 A- ----GPN- αὐτῶν αὐτῶν αὐτῶν αὐτός
080106 N- ----GPN- παθημάτων παθημάτων παθημάτων πάθημα
080106 RR ----GPN- ὧν ὧν ὧν ὅς
080106 D- -------- καὶ καὶ καί καί
080106 RP ----NP-- ἡμεῖς ἡμεῖς ἡμεῖς ἐγώ
080106 V- 1PAI-P-- πάσχομεν, πάσχομεν πάσχομεν πάσχω
080107 C- -------- καὶ καὶ καί καί
080107 RA ----NSF- ἡ ἡ ἡ ὁ
080107 N- ----NSF- ἐλπὶς ἐλπὶς ἐλπίς ἐλπίς
080107 RP ----GP-- ἡμῶν ἡμῶν ἡμῶν ἐγώ
080107 A- ----NSF- βεβαία βεβαία βεβαία βέβαιος
080107 P- -------- ὑπὲρ ὑπὲρ ὑπέρ ὑπέρ
080107 RP ----GP-- ⸀ὑμῶν· ὑμῶν ὑμῶν σύ
080107 V- -XAPNPM- εἰδότες εἰδότες εἰδότες οἶδα
080107 C- -------- ὅτι ὅτι ὅτι ὅτι
080107 C- -------- ⸀ὡς ὡς ὡς ὡς
080107 N- ----NPM- κοινωνοί κοινωνοί κοινωνοί κοινωνός
080107 V- 2PAI-P-- ἐστε ἐστε ἐστέ εἰμί
080107 RA ----GPN- τῶν τῶν τῶν ὁ
080107 N- ----GPN- παθημάτων, παθημάτων παθημάτων πάθημα
080107 D- -------- οὕτως οὕτως οὕτω(ς) οὕτω(ς)
080107 D- -------- καὶ καὶ καί καί
080107 RA ----GSF- τῆς τῆς τῆς ὁ
080107 N- ----GSF- παρακλήσεως. παρακλήσεως παρακλήσεως παράκλησις
080108 D- -------- Οὐ Οὐ οὐ οὐ
080108 C- -------- γὰρ γὰρ γάρ γάρ
080108 V- 1PAI-P-- θέλομεν θέλομεν θέλομεν θέλω
080108 RP ----AP-- ὑμᾶς ὑμᾶς ὑμᾶς σύ
080108 V- -PAN---- ἀγνοεῖν, ἀγνοεῖν ἀγνοεῖν ἀγνοέω
080108 N- ----VPM- ἀδελφοί, ἀδελφοί ἀδελφοί ἀδελφός
080108 P- -------- ⸀ὑπὲρ ὑπὲρ ὑπέρ ὑπέρ
080108 RA ----GSF- τῆς τῆς τῆς ὁ
080108 N- ----GSF- θλίψεως θλίψεως θλίψεως θλῖψις
080108 RP ----GP-- ἡμῶν ἡμῶν ἡμῶν ἐγώ
080108 RA ----GSF- τῆς τῆς τῆς ὁ
080108 V- -AMPGSF- ⸀γενομένης γενομένης γενομένης γίνομαι
080108 P- -------- ἐν ἐν ἐν ἐν
080108 RA ----DSF- τῇ τῇ τῇ ὁ
080108 N- ----DSF- Ἀσίᾳ, Ἀσίᾳ Ἀσίᾳ Ἀσία
080108 C- -------- ὅτι ὅτι ὅτι ὅτι
080108 P- -------- καθ’ καθ’ κατά κατά
080108 N- ----ASF- ὑπερβολὴν ὑπερβολὴν ὑπερβολήν ὑπερβολή
080108 P- -------- ⸂ὑπὲρ ὑπὲρ ὑπέρ ὑπέρ
080108 N- ----ASF- δύναμιν δύναμιν δύναμιν δύναμις
080108 V- 1API-P-- ἐβαρήθημεν⸃, ἐβαρήθημεν ἐβαρήθημεν βαρέω
080108 C- -------- ὥστε ὥστε ὥστε ὥστε
080108 V- -APN---- ἐξαπορηθῆναι ἐξαπορηθῆναι ἐξαπορηθῆναι ἐξαπορέομαι
080108 RP ----AP-- ἡμᾶς ἡμᾶς ἡμᾶς ἐγώ
080108 D- -------- καὶ καὶ καί καί
080108 RA ----GSN- τοῦ τοῦ τοῦ ὁ
080108 V- -PAN---- ζῆν· ζῆν ζῆν ζάω
080109 C- -------- ἀλλὰ ἀλλὰ ἀλλά ἀλλά
080109 RP ----NPM- αὐτοὶ αὐτοὶ αὐτοί αὐτός
080109 P- -------- ἐν ἐν ἐν ἐν
080109 RP ----DPM- ἑαυτοῖς ἑαυτοῖς ἑαυτοῖς ἑαυτοῦ
080109 RA ----ASN- τὸ τὸ τό ὁ
080109 N- ----ASN- ἀπόκριμα ἀπόκριμα ἀπόκριμα ἀπόκριμα
080109 RA ----GSM- τοῦ τοῦ τοῦ ὁ
080109 N- ----GSM- θανάτου θανάτου θανάτου θάνατος
080109 V- 1XAI-P-- ἐσχήκαμεν, ἐσχήκαμεν ἐσχήκαμεν ἔχω
080109 C- -------- ἵνα ἵνα ἵνα ἵνα
080109 D- -------- μὴ μὴ μή μή
080109 V- -XAPNPM- πεποιθότες πεποιθότες πεποιθότες πείθω
080109 V- 1PAS-P-- ὦμεν ὦμεν ὦμεν εἰμί
080109 P- -------- ἐφ’ ἐφ’ ἐπί ἐπί
080109 RP ----DPM- ἑαυτοῖς ἑαυτοῖς ἑαυτοῖς ἑαυτοῦ
080109 C- -------- ἀλλ’ ἀλλ’ ἀλλά ἀλλά
080109 P- -------- ἐπὶ ἐπὶ ἐπί ἐπί
080109 RA ----DSM- τῷ τῷ τῷ ὁ
080109 N- ----DSM- θεῷ θεῷ θεῷ θεός
080109 RA ----DSM- τῷ τῷ τῷ ὁ
080109 V- -PAPDSM- ἐγείροντι ἐγείροντι ἐγείροντι ἐγείρω
080109 RA ----APM- τοὺς τοὺς τούς ὁ
080109 A- ----APM- νεκρούς· νεκρούς νεκρούς νεκρός
080110 RR ----NSM- ὃς ὃς ὅς ὅς
080110 P- -------- ἐκ ἐκ ἐκ ἐκ
080110 RD ----GSM- τηλικούτου τηλικούτου τηλικούτου τηλικοῦτος
080110 N- ----GSM- θανάτου θανάτου θανάτου θάνατος
080110 V- 3AMI-S-- ἐρρύσατο ἐρρύσατο ἐρρύσατο ῥύομαι
080110 RP ----AP-- ἡμᾶς ἡμᾶς ἡμᾶς ἐγώ
080110 C- -------- καὶ καὶ καί καί
080110 V- 3FMI-S-- ⸀ῥύσεται, ῥύσεται ῥύσεται ῥύομαι
080110 P- -------- εἰς εἰς εἰς εἰς
080110 RR ----ASM- ὃν ὃν ὅν ὅς
080110 V- 1XAI-P-- ἠλπίκαμεν ἠλπίκαμεν ἠλπίκαμεν ἐλπίζω
080110 C- -------- ὅτι ὅτι ὅτι ὅτι
080110 D- -------- καὶ καὶ καί καί
080110 D- -------- ἔτι ἔτι ἔτι ἔτι
080110 V- 3FMI-S-- ῥύσεται, ῥύσεται ῥύσεται ῥύομαι
080111 V- -PAPGPM- συνυπουργούντων συνυπουργούντων συνυπουργούντων συνυπουργέω
080111 D- -------- καὶ καὶ καί καί
080111 RP ----GP-- ὑμῶν ὑμῶν ὑμῶν σύ
080111 P- -------- ὑπὲρ ὑπὲρ ὑπέρ ὑπέρ
080111 RP ----GP-- ἡμῶν ἡμῶν ἡμῶν ἐγώ
080111 RA ----DSF- τῇ τῇ τῇ ὁ
080111 N- ----DSF- δεήσει, δεήσει δεήσει δέησις
080111 C- -------- ἵνα ἵνα ἵνα ἵνα
080111 P- -------- ἐκ ἐκ ἐκ ἐκ
080111 A- ----GPN- πολλῶν πολλῶν πολλῶν πολύς
080111 N- ----GPN- προσώπων προσώπων προσώπων πρόσωπον
080111 RA ----NSN- τὸ τὸ τό ὁ
080111 P- -------- εἰς εἰς εἰς εἰς
080111 RP ----AP-- ἡμᾶς ἡμᾶς ἡμᾶς ἐγώ
080111 N- ----NSN- χάρισμα χάρισμα χάρισμα χάρισμα
080111 P- -------- διὰ διὰ διά διά
080111 A- ----GPM- πολλῶν πολλῶν πολλῶν πολύς
080111 V- 3APS-S-- εὐχαριστηθῇ εὐχαριστηθῇ εὐχαριστηθῇ εὐχαριστέω
080111 P- -------- ὑπὲρ ὑπὲρ ὑπέρ ὑπέρ
080111 RP ----GP-- ⸀ἡμῶν. ἡμῶν ἡμῶν ἐγώ
080112 RA ----NSF- Ἡ Ἡ ἡ ὁ
080112 C- -------- γὰρ γὰρ γάρ γάρ
080112 N- ----NSF- καύχησις καύχησις καύχησις καύχησις
080112 RP ----GP-- ἡμῶν ἡμῶν ἡμῶν ἐγώ
080112 RD ----NSF- αὕτη αὕτη αὕτη οὗτος
080112 V- 3PAI-S-- ἐστίν, ἐστίν ἐστί(ν) εἰμί
080112 RA ----NSN- τὸ τὸ τό ὁ
080112 N- ----NSN- μαρτύριον μαρτύριον μαρτύριον μαρτύριον
080112 RA ----GSF- τῆς τῆς τῆς ὁ
080112 N- ----GSF- συνειδήσεως συνειδήσεως συνειδήσεως συνείδησις
080112 RP ----GP-- ἡμῶν, ἡμῶν ἡμῶν ἐγώ
080112 C- -------- ὅτι ὅτι ὅτι ὅτι
080112 P- -------- ἐν ἐν ἐν ἐν
080112 N- ----DSF- ⸀ἁγιότητι ἁγιότητι ἁγιότητι ἁγιότης
080112 C- -------- καὶ καὶ καί καί
080112 N- ----DSF- εἰλικρινείᾳ εἰλικρινείᾳ εἰλικρινείᾳ εἰλικρίνεια
080112 RA ----GSM- ⸀τοῦ τοῦ τοῦ ὁ
080112 N- ----GSM- θεοῦ, θεοῦ θεοῦ θεός
080112 D- -------- ⸀οὐκ οὐκ οὐ οὐ
080112 P- -------- ἐν ἐν ἐν ἐν
080112 N- ----DSF- σοφίᾳ σοφίᾳ σοφίᾳ σοφία
080112 A- ----DSF- σαρκικῇ σαρκικῇ σαρκικῇ σαρκικός
080112 C- -------- ἀλλ’ ἀλλ’ ἀλλά ἀλλά
080112 P- -------- ἐν ἐν ἐν ἐν
080112 N- ----DSF- χάριτι χάριτι χάριτι χάρις
080112 N- ----GSM- θεοῦ, θεοῦ θεοῦ θεός
080112 V- 1API-P-- ἀνεστράφημεν ἀνεστράφημεν ἀνεστράφημεν ἀναστρέφω
080112 P- -------- ἐν ἐν ἐν ἐν
080112 RA ----DSM- τῷ τῷ τῷ ὁ
080112 N- ----DSM- κόσμῳ, κόσμῳ κόσμῳ κόσμος
080112 D- -------- περισσοτέρως περισσοτέρως περισσοτέρως περισσοτέρως
080112 C- -------- δὲ δὲ δέ δέ
080112 P- -------- πρὸς πρὸς πρός πρός
080112 RP ----AP-- ὑμᾶς· ὑμᾶς ὑμᾶς σύ
080113 D- -------- οὐ οὐ οὐ οὐ
080113 C- -------- γὰρ γὰρ γάρ γάρ
080113 A- ----APN- ἄλλα ἄλλα ἄλλα ἄλλος
080113 V- 1PAI-P-- γράφομεν γράφομεν γράφομεν γράφω
080113 RP ----DP-- ὑμῖν ὑμῖν ὑμῖν σύ
080113 C- -------- ἀλλ’ ἀλλ’ ἀλλά ἀλλά
080113 C- -------- ἢ ἢ ἤ ἤ
080113 RR ----APN- ἃ ἃ ἅ ὅς
080113 V- 2PAI-P-- ἀναγινώσκετε ἀναγινώσκετε ἀναγινώσκετε ἀναγινώσκω
080113 C- -------- ἢ ἢ ἤ ἤ
080113 D- -------- καὶ καὶ καί καί
080113 V- 2PAI-P-- ἐπιγινώσκετε, ἐπιγινώσκετε ἐπιγινώσκετε ἐπιγινώσκω
080113 V- 1PAI-S-- ἐλπίζω ἐλπίζω ἐλπίζω ἐλπίζω
080113 C- -------- δὲ δὲ δέ δέ
080113 C- -------- ⸀ὅτι ὅτι ὅτι ὅτι
080113 P- -------- ἕως ἕως ἕως ἕως
080113 N- ----GSN- τέλους τέλους τέλους τέλος
080113 V- 2FMI-P-- ἐπιγνώσεσθε, ἐπιγνώσεσθε ἐπιγνώσεσθε ἐπιγινώσκω
080114 C- -------- καθὼς καθὼς καθώς καθώς
080114 D- -------- καὶ καὶ καί καί
080114 V- 2AAI-P-- ἐπέγνωτε ἐπέγνωτε ἐπέγνωτε ἐπιγινώσκω
080114 RP ----AP-- ἡμᾶς ἡμᾶς ἡμᾶς ἐγώ
080114 P- -------- ἀπὸ ἀπὸ ἀπό ἀπό
080114 N- ----GSN- μέρους, μέρους μέρους μέρος
080114 C- -------- ὅτι ὅτι ὅτι ὅτι
080114 N- ----NSN- καύχημα καύχημα καύχημα καύχημα
080114 RP ----GP-- ὑμῶν ὑμῶν ὑμῶν σύ
080114 V- 1PAI-P-- ἐσμεν ἐσμεν ἐσμέν εἰμί
080114 C- -------- καθάπερ καθάπερ καθάπερ καθάπερ
080114 D- -------- καὶ καὶ καί καί
080114 RP ----NP-- ὑμεῖς ὑμεῖς ὑμεῖς σύ
080114 RP ----GP-- ἡμῶν ἡμῶν ἡμῶν ἐγώ
080114 P- -------- ἐν ἐν ἐν ἐν
080114 RA ----DSF- τῇ τῇ τῇ ὁ
080114 N- ----DSF- ἡμέρᾳ ἡμέρᾳ ἡμέρᾳ ἡμέρα
080114 RA ----GSM- τοῦ τοῦ τοῦ ὁ
080114 N- ----GSM- κυρίου κυρίου κυρίου κύριος
080114 RP ----GP-- ⸀ἡμῶν ἡμῶν ἡμῶν ἐγώ
080114 N- ----GSM- Ἰησοῦ. Ἰησοῦ Ἰησοῦ Ἰησοῦς
080115 C- -------- Καὶ Καὶ καί καί
080115 RD ----DSF- ταύτῃ ταύτῃ ταύτῃ οὗτος
080115 RA ----DSF- τῇ τῇ τῇ ὁ
080115 N- ----DSF- πεποιθήσει πεποιθήσει πεποιθήσει πεποίθησις
080115 V- 1IMI-S-- ἐβουλόμην ἐβουλόμην ἐβουλόμην βούλομαι
080115 A- ----ASNC ⸂πρότερον πρότερον πρότερον πρότερος
080115 P- -------- πρὸς πρὸς πρός πρός
080115 RP ----AP-- ὑμᾶς ὑμᾶς ὑμᾶς σύ
080115 V- -AAN---- ἐλθεῖν⸃, ἐλθεῖν ἐλθεῖν ἔρχομαι
080115 C- -------- ἵνα ἵνα ἵνα ἵνα
080115 A- ----ASF- δευτέραν δευτέραν δευτέραν δεύτερος
080115 N- ----ASF- ⸀χάριν χάριν χάριν χάρις
080115 V- 2AAS-P-- ⸀σχῆτε, σχῆτε σχῆτε ἔχω
080116 C- -------- καὶ καὶ καί καί
080116 P- -------- δι’ δι’ διά διά
080116 RP ----GP-- ὑμῶν ὑμῶν ὑμῶν σύ
080116 V- -AAN---- διελθεῖν διελθεῖν διελθεῖν διέρχομαι
080116 P- -------- εἰς εἰς εἰς εἰς
080116 N- ----ASF- Μακεδονίαν, Μακεδονίαν Μακεδονίαν Μακεδονία
080116 C- -------- καὶ καὶ καί καί
080116 D- -------- πάλιν πάλιν πάλιν πάλιν
080116 P- -------- ἀπὸ ἀπὸ ἀπό ἀπό
080116 N- ----GSF- Μακεδονίας Μακεδονίας Μακεδονίας Μακεδονία
080116 V- -AAN---- ἐλθεῖν ἐλθεῖν ἐλθεῖν ἔρχομαι
080116 P- -------- πρὸς πρὸς πρός πρός
080116 RP ----AP-- ὑμᾶς ὑμᾶς ὑμᾶς σύ
080116 C- -------- καὶ καὶ καί καί
080116 P- -------- ὑφ’ ὑφ’ ὑπό ὑπό
080116 RP ----GP-- ὑμῶν ὑμῶν ὑμῶν σύ
080116 V- -APN---- προπεμφθῆναι προπεμφθῆναι προπεμφθῆναι προπέμπω
080116 P- -------- εἰς εἰς εἰς εἰς
080116 RA ----ASF- τὴν τὴν τήν ὁ
080116 N- ----ASF- Ἰουδαίαν. Ἰουδαίαν Ἰουδαίαν Ἰουδαία
080117 RD ----ASN- τοῦτο τοῦτο τοῦτο οὗτος
080117 C- -------- οὖν οὖν οὖν οὖν
080117 V- -PMPNSM- ⸀βουλόμενος βουλόμενος βουλόμενος βούλομαι
080117 X- -------- μήτι μήτι μήτι μήτι
080117 C- -------- ἄρα ἄρα ἄρα ἄρα
080117 RA ----DSF- τῇ τῇ τῇ ὁ
080117 N- ----DSF- ἐλαφρίᾳ ἐλαφρίᾳ ἐλαφρίᾳ ἐλαφρία
080117 V- 1AMI-S-- ἐχρησάμην; ἐχρησάμην ἐχρησάμην χράομαι
080117 C- -------- ἢ ἢ ἤ ἤ
080117 RR ----APN- ἃ ἃ ἅ ὅς
080117 V- 1PMI-S-- βουλεύομαι βουλεύομαι βουλεύομαι βουλεύομαι
080117 P- -------- κατὰ κατὰ κατά κατά
080117 N- ----ASF- σάρκα σάρκα σάρκα σάρξ
080117 V- 1PMI-S-- βουλεύομαι, βουλεύομαι βουλεύομαι βουλεύομαι
080117 C- -------- ἵνα ἵνα ἵνα ἵνα
080117 V- 3PAS-S-- ᾖ ᾖ ᾖ εἰμί
080117 P- -------- παρ’ παρ’ παρά παρά
080117 RP ----DS-- ἐμοὶ ἐμοὶ ἐμοί ἐγώ
080117 RA ----NSN- τὸ τὸ τό ὁ
080117 X- -------- Ναὶ Ναὶ ναί ναί
080117 X- -------- ναὶ ναὶ ναί ναί
080117 C- -------- καὶ καὶ καί καί
080117 RA ----NSN- τὸ τὸ τό ὁ
080117 X- -------- Οὒ Οὒ οὔ οὔ
080117 X- -------- οὔ; οὔ οὔ οὔ
080118 A- ----NSM- πιστὸς πιστὸς πιστός πιστός
080118 C- -------- δὲ δὲ δέ δέ
080118 RA ----NSM- ὁ ὁ ὁ ὁ
080118 N- ----NSM- θεὸς θεὸς θεός θεός
080118 C- -------- ὅτι ὅτι ὅτι ὅτι
080118 RA ----NSM- ὁ ὁ ὁ ὁ
080118 N- ----NSM- λόγος λόγος λόγος λόγος
080118 RP ----GP-- ἡμῶν ἡμῶν ἡμῶν ἐγώ
080118 RA ----NSM- ὁ ὁ ὁ ὁ
080118 P- -------- πρὸς πρὸς πρός πρός
080118 RP ----AP-- ὑμᾶς ὑμᾶς ὑμᾶς σύ
080118 D- -------- οὐκ οὐκ οὐ οὐ
080118 V- 3PAI-S-- ⸀ἔστιν ἔστιν ἐστί(ν) εἰμί
080118 X- -------- Ναὶ Ναὶ ναί ναί
080118 C- -------- καὶ καὶ καί καί
080118 X- -------- Οὔ. Οὔ οὔ οὔ
080119 RA ----NSM- ὁ ὁ ὁ ὁ
080119 RA ----GSM- ⸂τοῦ τοῦ τοῦ ὁ
080119 N- ----GSM- θεοῦ θεοῦ θεοῦ θεός
080119 C- -------- γὰρ⸃ γὰρ γάρ γάρ
080119 N- ----NSM- υἱὸς υἱὸς υἱός υἱός
080119 N- ----NSM- ⸂Ἰησοῦς Ἰησοῦς Ἰησοῦς Ἰησοῦς
080119 N- ----NSM- Χριστὸς⸃ Χριστὸς Χριστός Χριστός
080119 RA ----NSM- ὁ ὁ ὁ ὁ
080119 P- -------- ἐν ἐν ἐν ἐν
080119 RP ----DP-- ὑμῖν ὑμῖν ὑμῖν σύ
080119 P- -------- δι’ δι’ διά διά
080119 RP ----GP-- ἡμῶν ἡμῶν ἡμῶν ἐγώ
080119 V- -APPNSM- κηρυχθείς, κηρυχθείς κηρυχθείς κηρύσσω
080119 P- -------- δι’ δι’ διά διά
080119 RP ----GS-- ἐμοῦ ἐμοῦ ἐμοῦ ἐγώ
080119 C- -------- καὶ καὶ καί καί
080119 N- ----GSM- Σιλουανοῦ Σιλουανοῦ Σιλουανοῦ Σιλουανός
080119 C- -------- καὶ καὶ καί καί
080119 N- ----GSM- Τιμοθέου, Τιμοθέου Τιμοθέου Τιμόθεος
080119 D- -------- οὐκ οὐκ οὐ οὐ
080119 V- 3AMI-S-- ἐγένετο ἐγένετο ἐγένετο γίνομαι
080119 X- -------- Ναὶ Ναὶ ναί ναί
080119 C- -------- καὶ καὶ καί καί
080119 X- -------- Οὒ, Οὒ οὔ οὔ
080119 C- -------- ἀλλὰ ἀλλὰ ἀλλά ἀλλά
080119 X- -------- Ναὶ Ναὶ ναί ναί
080119 P- -------- ἐν ἐν ἐν ἐν
080119 RP ----DSM- αὐτῷ αὐτῷ αὐτῷ αὐτός
